sn,Post Title,Author,Post Count,View Count,Time,Date,Section
60,Where Do Yorubas Fit In The Middle East?,LordVoldermort,46,864,7:42pm,"Apr 13, 2018",Culture
61,"Edo People Are Not Witches, Please Stop The Bigotry.",Cutehector,27,562,4:18pm,"Apr 13, 2018",Culture
62,Masquerade Pictured Drinking Beer,Orubebe01,59,22185,3:47pm,"Apr 13, 2018",Culture
63,"Before You Make That Assumption, Read This",nurmanteasynoni,2,116,3:29pm,"Apr 13, 2018",Culture
64,"Nairaland Official Igbo, Hausa and Yoruba Dictionary",Phemour,1288,295121,12:57pm,"Apr 13, 2018",Culture
65,The Moment On Inauguration Day Everyone Realized Michelle Obama Is A Man,KingSango,91,3333,2:56pm,"Apr 13, 2018",Culture
66,Corporate Begging Reloaded,bababode825,2,137,2:07pm,"Apr 13, 2018",Culture
67,10 Disturbing Illustrations That Perfectly Depict The Sad Truth Of Mankind,agadaone1,15,219,12:07pm,"Apr 13, 2018",Culture
68,Ethiopian Women + Nigerian Men (PICS),Rivertemz,408,54772,12:01pm,"Apr 13, 2018",Culture
69,Prince Salisu Bayero Marries Second Wife 2 Years After His Wedding (Photos),Johnnyessence,61,25464,10:48am,"Apr 13, 2018",Culture
70,Gigantic Ice Wall Surrounds All 7 Continents:thus Proving The Sky Is 360 Degrees,KingSango,118,6284,1:35am,"Apr 13, 2018",Culture
71,Swazi King’s 8th Wife Allegedly Commits Suicide... See Photo,blog419,4,256,9:49pm,"Apr 12, 2018",Culture
72,delete,Fareedadey,6,250,8:31pm,"Apr 12, 2018",Culture
73,The Ugandan Ethnic Group Where A Bride’s Aunt Sleeps With Groom Before Marriage,Nanabaffour,8,970,7:17pm,"Apr 12, 2018",Culture
74,Legend Prof. Akínwùmí Ìs??lá And The Rest Of Us.,scully95,0,124,5:57pm,"Apr 12, 2018",Culture
75,Is It Ok For Men To Wear Shimi Under The Wrapper?,ewa26,3,505,5:15pm,"Apr 12, 2018",Culture
76,"""Men Judge Women On Their Manner Of urinating"" Man Blast Women",madukwe1,0,176,11:39am,"Apr 12, 2018",Culture
77,"I Am 'Osu', My Girlfriend's Parents Rejected Me Because Of That - Man Reveals",PrettyCrystal,383,48822,9:13am,"Apr 12, 2018",Culture
78,Item Day[pictures],AloyEmeka8,10,2703,9:05am,"Apr 12, 2018",Culture
79,The Reason Why Oba Of Benin Banished Dr Ogiugo.,internationalman,3,441,7:29am,"Apr 12, 2018",Culture
80,Argentinian Police Claims Mice Ate Half A Ton Of Missing Marijuana,omoyankee3,0,119,4:01am,"Apr 12, 2018",Culture
81,“emir Of Yorubaland”: A Sociolinguistic Analysis Of The Term “emir”,yahyus,8,329,9:31pm,"Apr 11, 2018",Culture
82,Massage Dome(jos And Environs),czarina,24,1520,9:27pm,"Apr 11, 2018",Culture
83,"Oluwo Of Iwoland, Akanbi, Dressed Casually To An Official Function",Tyenergie,78,39566,7:51pm,"Apr 11, 2018",Culture
84,The Two Words That Caused Africa's Underdevelopment,poundsanddollars,0,174,3:49pm,"Apr 11, 2018",Culture
85,Meet The 51 Kings Of Lagos (contacts),PVision2020,8,660,10:09am,"Apr 11, 2018",Culture
86,"If You Are From Cross River Or Akwa Ibom, This Topic Is For You. Sosongo.",snazzydawn,718,75334,9:51am,"Apr 11, 2018",Culture
87,How The World Was Created From A Drop Of Milk,oliviablog,0,157,9:32am,"Apr 11, 2018",Culture
88,Aare Onakakanfo Of Yoruba Land Joins Osinbajo And Others For Church Service.PICS,dainformant,8,256,11:04pm,"Apr 10, 2018",Culture
89,Japanese joystick Festival,Wizzybrizzy,0,252,10:08pm,"Apr 10, 2018",Culture
90,"""I Haven’t Adopted The Title Of An Emir"" - Oluwo Of Iwo Oba Abdul-Rasheed Akanbi",blazhykowskyi,155,32985,9:20pm,"Apr 10, 2018",Culture
91,History Prove True Supremacy Between The Edo's And The Yoruba's.,legendsilver,74,1880,8:45pm,"Apr 10, 2018",Culture
92,"History: Get To Know The Legend Of Usman Dan Fodio,wars,politics And Works.",Codedrock,11,356,8:45pm,"Apr 10, 2018",Culture
93,BREAKING: High Chief Z.D. Egbunu Emerged As Agadagba Elect Of  Arogbo Ijaw Kingd,10Ebisco,3,202,7:24pm,"Apr 10, 2018",Culture
94,Art Exhibition Comparing Blacks To Animals In China (video),liljaydee,0,159,5:05pm,"Apr 10, 2018",Culture
95,Black East: Introduction To The ‘first People’ Of Southeast Asia,Pain,7,341,3:53pm,"Apr 10, 2018",Culture
96,"Positivenaija Top News: Week 14, 2018",gbesky,0,123,2:58pm,"Apr 10, 2018",Culture
97,Adire (kampala)  Shirts For Sale....,miztakunbi,0,161,2:34pm,"Apr 10, 2018",Culture
98,Swazi King’s 8th Wife Commits Suicide,Lionblog,2,177,10:44am,"Apr 10, 2018",Culture
99,Nigerians Are One Of The Most Happy People On Earth,dramaticspeak,0,144,10:01am,"Apr 10, 2018",Culture
100,Black African Nobility Of Ancient Europe,jantavanta,392,133067,9:50am,"Apr 10, 2018",Culture
101,"Oluwo Of Iwo, Akanbi, Becomes Emir, Drops Title",Olabenjamen22,286,51354,9:30am,"Apr 10, 2018",Culture
102,First Human Migration Out Of Africa More Geographically ....,Nuelvations,0,142,9:01am,"Apr 10, 2018",Culture
103,Paternity Squabble: Monarch Sues Chief Priest,Islie,4,159,8:17am,"Apr 10, 2018",Culture
104,7 Weird African Customs And Traditions You Didn’t Know,iphanyiuma,14,405,2:10am,"Apr 10, 2018",Culture
105,The Cosmic Egg In Which We Exist In (A Must Watch) Flat Earth Fully Explained,KingSango,7,692,12:11am,"Apr 10, 2018",Culture
106,Would You Tolerate This?,2morogobeta,0,103,8:37pm,"Apr 09, 2018",Culture
107,Would You Tolerate This?,2morogobeta,0,89,8:09pm,"Apr 09, 2018",Culture
108,Do U Agree With This? Add Your Opinion,2morogobeta,2,146,6:31pm,"Apr 09, 2018",Culture
109,"Strange Things We Do In Africa In The Name Of  ""It's Our Culture.",Chrisbless,0,185,6:28pm,"Apr 09, 2018",Culture
110,Where Is Awujale Of Ijebu Land The Paramount Ruler Of Ijebu Land?,facealone05,4,334,5:08pm,"Apr 09, 2018",Culture
111,Top Igbo Gospel Band In Between 1980s And Early 90's,Nobody,20,10586,3:42pm,"Apr 09, 2018",Culture
112,Ifa Divination Service - Investigations & Revelations Of The Known & Unknown,OmoOsanyin,68,5889,1:52pm,"Apr 09, 2018",Culture
113,Can Someone Connect Me To A Cake Baker In London? That Makes NIGERIAN CAKES,2morogobeta,0,130,11:37am,"Apr 09, 2018",Culture
114,BREAKING: Nnia Nwodo Suspended As Ohanaeze Ndi Igbo President,meethumb,18,786,11:08am,"Apr 09, 2018",Culture
115,What You Don't To Know About Alligator Pepper_ose Oji,bunbit23,30,2717,7:42am,"Apr 09, 2018",Culture
116,Bode Thomas Died Of Barking After Insulting Alaafin Of Oyo. How True?,CuriousMynd,101,54196,4:59am,"Apr 09, 2018",Culture
117,Learn Ibie Language (etsako East),hurrycayne,6,834,11:33pm,"Apr 08, 2018",Culture
118,Two Benue State Final Year Students Writes Exam In Wedding Gowns,GoldenOkechukwu,0,165,10:24pm,"Apr 08, 2018",Culture
119,My Husband’s Family And Their Twisted Culture Of Adultery,Samuelgr8,3,380,9:43pm,"Apr 08, 2018",Culture
120,Millions In Tokyo To Take,Markkinlaw,0,139,9:39pm,"Apr 08, 2018",Culture
121,"Oba Of Benin's Curse: Italy-Based Human Trafficker Dies, 2 Robbers Die In Sleep",ritababe,137,40208,9:13pm,"Apr 08, 2018",Culture
122,Do Igbos Have A Superiority Complex??,SakuraSimiola,11,1305,7:15pm,"Apr 08, 2018",Culture
123,Why Do So Many Nigerian Women Give Me A Hard Time?,QueenUtum,29,714,7:02pm,"Apr 08, 2018",Culture
124,Envy Drains Us Up,Beadysworld,0,130,6:44pm,"Apr 08, 2018",Culture
125,The Culture Lounge,odumchi,352,88033,4:42pm,"Apr 08, 2018",Culture
126,5 Hidden Secrets About Igbo Women/umuada,fingard02k,32,2391,5:41pm,"Apr 08, 2018",Culture
127,How To Easily Learn Any Nigerian Language,Nobody,4,2658,4:44pm,"Apr 08, 2018",Culture
128,Nigerian Lady With Tribal Marks Almost Committed Suicide (Photos),Amagite2,126,66748,4:44pm,"Apr 08, 2018",Culture
129,Oluwo Of Iwo And The Trouncing Of Tradition - Osun.life,ssuccess,0,184,3:34pm,"Apr 08, 2018",Culture
130,Real Hausa Native Names And Their Meanings,DanZubair,314,33897,3:08pm,"Apr 08, 2018",Culture
131,The Obsession With Ethiopians And Somalis,somalia9,63,6106,3:03pm,"Apr 08, 2018",Culture
132,Orji Uzor Kalu Visits Ooni Of Ife In His Palace (Photos),praizblog,57,19450,12:29pm,"Apr 08, 2018",Culture
133,Awure,OmoOsanyin,4,1354,11:11am,"Apr 08, 2018",Culture
134,Charm To Catch A Thief - Oogun Ole Mimu,OmoOsanyin,9,1046,11:04am,"Apr 08, 2018",Culture
135,Ifa Reading Service Into The Past- Present - Future,OmoOsanyin,25,1540,10:54am,"Apr 08, 2018",Culture
136,"Potent Charms For Deliverance, Protection, Freedom, Prosperity, Safety...",OmoOsanyin,87,35236,10:44am,"Apr 08, 2018",Culture
137,Speaking Jamaican Patois...,chuxyz,48,20451,10:13am,"Apr 08, 2018",Culture
138,Africa Should Be Ruled By Women,babasolution,10,751,9:30am,"Apr 08, 2018",Culture
139,What Habit Do You Have That You Want To Drop ?,Qsscruz,6,312,7:58am,"Apr 08, 2018",Culture
140,Benue. What Do You Like About The Tiv Culture Nd What Name Do You Like In Tiv?,blazesam,6,274,9:22pm,"Apr 07, 2018",Culture
141,My Argument Against Feminism,Matoni,7,581,8:59pm,"Apr 07, 2018",Culture
142,Oba Of Benin Disassociates Self From Purported Meeting With Ijaws,asabametro,9,251,8:19pm,"Apr 07, 2018",Culture
143,Igbo Kwenu,AVISENNA,0,141,8:14pm,"Apr 07, 2018",Culture
144,I Know It Sound Crazy But I Think Ghost Exist.,Perfecter4real,9,419,7:10pm,"Apr 07, 2018",Culture
145,..,Nobody,3015,1253588,6:47pm,"Apr 07, 2018",Culture
146,"Help Me Please, Feeling Abandoned By God",2morogobeta,9,196,4:48pm,"Apr 07, 2018",Culture
147,"Alaafin Of Oyo's last Wife, Olori Ola Celebrates 41st Day Of Her Twins",Johnnyessence,5,202,3:41pm,"Apr 07, 2018",Culture
148,Yoruba Language,hiawathia81,5,222,2:06pm,"Apr 07, 2018",Culture
149,"What Is That Something You Don't Understand About Men? Women Ask, Men Reply.",Denko2721987,3,158,9:11am,"Apr 07, 2018",Culture
150,I Am Poised To Have The Youths Begin To Initiate The Change We Hope To See,Godfreytimesblo,0,138,5:38am,"Apr 07, 2018",Culture
151,Gimi Fulbe (fulani Music),Fulaman198,32,530,7:03pm,"Apr 06, 2018",Culture
152,"To Maintain The Rolls-Royce Of The Emir Of Kano, Sanusi: See What It Takes",autojosh,89,37125,4:58pm,"Apr 06, 2018",Culture
153,Female Burn Survivors Show Off Their Scars In Under-wears,Amagite2,3,207,1:57pm,"Apr 06, 2018",Culture
154,"The Emir Of Iwo, Abdulrasheed Adewale Akanbi Rocks Northern Dress In Style",PAGAN9JA,141,32722,1:19pm,"Apr 06, 2018",Culture
155,"Igbos Are Jews, Not Nigerians - Bishop Orizu.",Masterclass32,6,215,7:53am,"Apr 06, 2018",Culture
156,Ibo Traditional Ruler Converts And Calls Islam Religion Of His Forefathers,MayorofLagos,8,330,7:27am,"Apr 06, 2018",Culture
157,Why Do African Americans Generally Have Lighter Skin Tone Than Africans?,ripmyheartout,180,2072,7:01am,"Apr 06, 2018",Culture
158,Meet The Newly Elected Waziri Of Islamic Iwo Emirate,PAGAN9JA,35,1446,2:49am,"Apr 06, 2018",Culture
159,Lagos Boat Regatta 2018 : Sights And Sounds,dopetvng,0,146,1:14am,"Apr 06, 2018",Culture
160,Beautiful Names In Efik/ibibio,SlyIg,90,31593,10:48pm,"Apr 05, 2018",Culture
161,"Tobi Philips Dating Ooni Of Ife, Adeyeye Enitan Ogunwusi?",japhetossai,70,36392,9:46pm,"Apr 05, 2018",Culture
162,French Speakers And French Learners On Nairaland!!!!,justi4jesu,636,36903,9:11pm,"Apr 05, 2018",Culture
163,Oba Adbulrasheed Akanbi Dressed As Emir Of Iwoland While Sitting On Throne,TheKingIsHere,356,72320,6:26pm,"Apr 05, 2018",Culture
164,How The Wealthiest Clan In The World Were Greedily Murdered,rabzy,0,290,5:37pm,"Apr 05, 2018",Culture
165,Allowing Your Kids To Use Washing Machine,cordert11,0,145,5:25pm,"Apr 05, 2018",Culture
166,Ezeife Advises Igbos To Think Home At Ada Mbanese 2018 Beauty Pageant....,igborians,0,143,4:34pm,"Apr 05, 2018",Culture
167,"""I Am The Igwe And Obi Of Yorubaland"" - Abdulrasheed Akanbi, The Oluwo Of Iwo",igbodefender,143,35630,4:15pm,"Apr 05, 2018",Culture
168,Igbo Name For Fruits,dubem3,60,51938,1:14pm,"Apr 05, 2018",Culture
169,Court Asserts Deji’s Supremacy Over Communities In Akure North/south,yorubaglobalnew,0,157,9:48am,"Apr 05, 2018",Culture
170,Must Look....,Gsentme,0,125,8:51am,"Apr 05, 2018",Culture
171,Why Some Nigerians Are ‘protected’ From Cancer,ariketalks,0,189,8:29am,"Apr 05, 2018",Culture
172,10 Bizarre Wedding Traditions From Around The World.,bummyla,5,256,6:45am,"Apr 05, 2018",Culture
173,“I Am An Oba And Will Remain An Oba For Life” – Oluwo Of Iwo Land,MRPOSSIBLE11,4,181,6:22am,"Apr 05, 2018",Culture
174,The Moment Ooni Of Ife And Oba Of Lagos Greet Each Other At Tinubu Colloquium,VonTrapp,23,1175,12:53am,"Apr 05, 2018",Culture
175,Ogun Ti Afi Ma Nde Ipo Nla Tabi Di Eni Pataki Lawujo,Laniretiawoagba,0,163,8:15pm,"Apr 04, 2018",Culture
176,Old Photos Of Nigeria,vevcommedia,0,235,4:02pm,"Apr 04, 2018",Culture
177,2019: Ohanaeze Splits As Nwodo’s Loyalists Attack Youth Congress,ewuzie7,2,139,3:25pm,"Apr 04, 2018",Culture
178,Masquerades Doing The 'Shaku Shaku' Dance In Abeokuta (Video),queensera,51,17292,3:17pm,"Apr 04, 2018",Culture
179,Brand New All In One Solar Street Light By Green Warehouse Limited.,Jumokegreen,0,142,1:18pm,"Apr 04, 2018",Culture
180,Similar Words Between Hausa/yoruba Languages And That Of Igbo/idoma,gbogboti,94,32687,1:03pm,"Apr 04, 2018",Culture
181,Yoruba Came From Mecca Not Ile Ife - Emir of Iwo Sheikh Abdulrasheed Akanbi,PAGAN9JA,8,324,12:54pm,"Apr 04, 2018",Culture
182,Some Common Misconceptions In My Place.,Josephjnr,0,135,12:28pm,"Apr 04, 2018",Culture
183,Needless Cyber Fights Over “emir” And “oba”,AmuDimpka,2,146,11:52am,"Apr 04, 2018",Culture
184,Trade Fair,wtse,0,115,10:17am,"Apr 04, 2018",Culture
185,Photo:td Jakes Celebrates Easter Wearing Nigeria Agbada With Cap To Match,Ashibelieve,9,392,8:10am,"Apr 04, 2018",Culture
186,w,RickRansom,2,141,7:23am,"Apr 04, 2018",Culture
187,"The Many Sins Of Oluwo Of Iwo, Oba Abdulrasheed Adewale Akanbi",Realdeals,0,191,7:09am,"Apr 04, 2018",Culture
188,Timi Lagunju- A Former Timi Of Ede Land(badass),Raintaker,9,350,3:56am,"Apr 04, 2018",Culture
189,Emir Of Iwo Dances With Joy In New Fulani Attire,PAGAN9JA,4,255,11:44pm,"Apr 03, 2018",Culture
190,Who Is Worse? Person A Or Person B?,2morogobeta,4,201,10:35pm,"Apr 03, 2018",Culture
191,"PositiveNaija Top News: Week 13, 2018",gbesky,0,114,10:03pm,"Apr 03, 2018",Culture
192,Oba Of Kano,LIFEisSIMPLE,6,253,9:21pm,"Apr 03, 2018",Culture
193,Political Leaders Must Initiate The Process To Dethrone Oba Iwo,googi,5,237,8:23pm,"Apr 03, 2018",Culture
194,"I Can't Help Those Who Hate My Swags, Oluwo Tells Critics",ewuzie7,6,179,6:53pm,"Apr 03, 2018",Culture
195,Yoruba Masquerades Wilding And Doing The Popular “shaku Shaku”,Ronky001,0,135,6:19pm,"Apr 03, 2018",Culture
196,Village Prince Dies In Police Custody With Rope Tied To His Neck (see Photos),9Ebisco,3,284,3:37pm,"Apr 03, 2018",Culture
197,Group Promotes Beauty Pageant In Anambra Communities....,mbanese,0,123,1:42pm,"Apr 03, 2018",Culture
198,Complete Marketing Pack To Boost Your Business,legalwebconsult,22,877,9:51am,"Apr 03, 2018",Culture
199,I Need Edo Names,Gabry,115,32393,8:53am,"Apr 03, 2018",Culture
200,Look What I Found,FreshestManny,3,149,7:06am,"Apr 03, 2018",Culture
201,Protest Letter Against The Oluwo (emir) Of Iwo's Action. Cc All Yorubas,ERockson,21,570,4:44am,"Apr 03, 2018",Culture
202,"Tonydoo With Dangote, Bill Gates & Osinbajo At Dangote's Daughter's Wedding",Tonydoo,3,184,4:01am,"Apr 03, 2018",Culture
203,How Can These People Stop This Boy From Becoming Emir In Iwoland?,Afonjas,25,895,3:46am,"Apr 03, 2018",Culture
204,To Those Igbos That Call Innocent People Osu,iykbethany,19,523,1:32am,"Apr 03, 2018",Culture
205,Yoruba Women Dancing,BabaRamota1980,4,214,11:04pm,"Apr 02, 2018",Culture
206,My Problem With The Yoruba Muslims,LIFEisSIMPLE,8,227,10:24pm,"Apr 02, 2018",Culture
207,British Igbos Quizzed About Their Igbo Knowledge,DejiSantos,6,207,8:31pm,"Apr 02, 2018",Culture
208,5 Facts You Probably Didn’t Know About The Efik People,UZMNews,135,18348,7:37pm,"Apr 02, 2018",Culture
209,"""It Was A Fashion Statement. I Still Remain Oba"" - Amir Akanbi",BishopMagic,2,231,12:20pm,"Apr 02, 2018",Culture
210,The Origin Of Yoruba Problem [how True Is It],lordmayor2013,0,169,12:10pm,"Apr 02, 2018",Culture
211,Kitchen Tips And Tricks,belovedsamex,0,139,11:46am,"Apr 02, 2018",Culture
212,Oluwo Denies Adopting Emir Title,themomentng,2,163,11:36am,"Apr 02, 2018",Culture
213,Emir Of Iwo Dances With Joy In New Fulani Attire,PAGAN9JA,13,411,10:07am,"Apr 02, 2018",Culture
214,Family Appeals To Alaafin Of Oyo To Halt Son’s N75m Stadium Plan,Asonaija,0,233,7:07am,"Apr 02, 2018",Culture
215,The 1st Emir In Yorubaland Was A Coup,azeez4islam,0,167,5:32am,"Apr 02, 2018",Culture
216,Can You Translate English To Igbo? Play This Game,KpakpandoIgbo,7,324,2:34am,"Apr 02, 2018",Culture
217,Ishan/esan Names,elsie2,20,9348,2:20am,"Apr 02, 2018",Culture
218,Aminu Sanusi Lamido Resumes Duty As Police Officer Officially (Photo),Pussitto,86,36510,12:28am,"Apr 02, 2018",Culture
219,Please Help. I Need Counselling,Fr33born,0,112,12:07am,"Apr 02, 2018",Culture
220,Disowning Your Nigerian Son Because He Chose To Marry An American Caucasian Woma,KEAKP,12,503,10:39pm,"Apr 01, 2018",Culture
221,"America Soldier Traces His Root To Igbo Of Biafra, Says.. ""I Am Very Happy T",ariesbull,16,1023,10:33pm,"Apr 01, 2018",Culture
222,"Yoruba Oba Drops Title, Becomes Emir, Installs Waziri Of Yoruba Land",Bullhari,6,202,9:52pm,"Apr 01, 2018",Culture
223,"I Haven’t Adopted The Title Of An Emir, Oluwo Of Iwo Says",4reala,18,487,9:44pm,"Apr 01, 2018",Culture
224,Beauty Of Yoruba Women ! (pictures),HalimaSadiya,18,2546,8:34pm,"Apr 01, 2018",Culture
225,"Calls For Dethronement, Condemnations Trail Yoruba Oba’s Adoption Of Emir Title",ewuzie7,3,198,7:26pm,"Apr 01, 2018",Culture
226,I Am So Ashamed Of My Life Please Help Me,2morogobeta,20,532,4:19pm,"Apr 01, 2018",Culture
227,"Emir Zubairu Gwari To Subjects In Kaduna: ""Defend Yourselves""",dre11,95,23470,3:40pm,"Apr 01, 2018",Culture
228,"Oluwo Of Iwo, Oba Akanbi And His Lamborghini In New Photos",Aminat508,103,42475,3:15pm,"Apr 01, 2018",Culture
229,"Within Our Life-time, The Yoruba Race/tribe Will Become Extinct In Nigeria",GworoChewinMaga,5,289,1:23pm,"Apr 01, 2018",Culture
230,How Do They Spend Easter In Nigeria?,2morogobeta,0,114,10:42am,"Apr 01, 2018",Culture
231,"Drama As Oluwo Drops 'oba' For 'emir' Title, Installs Waziri Of Yorubaland",InsightMedia,4,156,9:52am,"Apr 01, 2018",Culture
232,Oso Owo Gidi Taara,Laniretiawoagba,0,134,6:38am,"Apr 01, 2018",Culture
